1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID,(I) Incumbent Indicator,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,"GE RUNOFF ELECTION VOTES (GA, GU, LA)","GE RUNOFF ELECTION % (GA, GU, LA)","COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",PE WINNER INDICATOR,GE WINNER INDICATOR,FOOTNOTES,,,,,
3601,TX,Texas,32,H0TX32137,,Christy Mowrey,Peterson,"Peterson, Christy Mowrey",,LIB,*,,,,"4,946",1.44%,,,,,*,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",,,,,
3602,TX,Texas,32,H8TX05052,,Ken,Ashby,"Ashby, Ken",,LIB,,,,,,,,,,,,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",,,,,
3603,TX,Texas,32,H0TX32111,,Jason,Sigmon,"Sigmon, Jason",,IND,,,,,"2,332",0.68%,,,,,,,,,,,,
3604,TX,Texas,32,n/a,,,,,District Votes:,,"116,085",,,,"343,687",,,,,,,,,,,,,
3605,TX,Texas,33,H2TX33073,(I),Marc,Veasey,"Veasey, Marc",,D,"23,869",63.57%,,,"105,317",66.82%,,,,,W,W,,,,,,
3606,TX,Texas,33,H0TX33044,,Sean Paul ,Segura,"Segura, Sean Paul ",,D,"13,678",36.43%,,,,,,,,,,,,,,,,
3607,TX,Texas,33,n/a,,,,,Party Votes:,D,"37,547",,,,,,,,,,,,,,,,,
3608,TX,Texas,33,H0TX33010,,Fabian Cordova ,Vasquez,"Vasquez, Fabian Cordova ",,R,"7,317",100.00%,,,"39,638",25.15%,,,,,W,,,,,,,
3609,TX,Texas,33,n/a,,,,,Party Votes:,R,"7,317",,,,,,,,,,,,,,,,,
3610,TX,Texas,33,H2TX06186,,Carlos,Quintanilla,"Quintanilla, Carlos",,IND,,,,,"8,071",5.12%,,,,,,,,,,,,
3611,TX,Texas,33,H4TX33020,,Jason,Reeves,"Reeves, Jason",,LIB,*,,,,"2,586",1.64%,,,,,*,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",,,,,
3612,TX,Texas,33,H0TX33051,,Rene,Walton,"Walton, Rene",,IND,,,,,"1,994",1.27%,,,,,,,,,,,,
3613,TX,Texas,33,n/a,,,,,District Votes:,,"44,864",,,,"157,606",,,,,,,,,,,,,
3614,TX,Texas,34,H2TX27190,(I),Filemon B. ,Vela,"Vela, Filemon B. ",,D,"39,484",75.06%,,,"111,439",55.43%,,,,,W,W,,,,,,
3615,TX,Texas,34,H0TX34026,,Diego ,Zavala,"Zavala, Diego ",,D,"9,707",18.45%,,,,,,,,,,,,,,,,
3616,TX,Texas,34,H0TX34018,,"Osbert Rodriguez, III",Haro,"Haro, Osbert Rodriguez, III",,D,"3,413",6.49%,,,,,,,,,,,,,,,,
3617,TX,Texas,34,n/a,,,,,Party Votes:,D,"52,604",,,,,,,,,,,,,,,,,
3618,TX,Texas,34,H6TX34031,,Rey ,Gonzalez,"Gonzalez, Rey ",,R,"10,665",56.32%,,,"84,119",41.84%,,,,,W,,,,,,,
3619,TX,Texas,34,H0TX34034,,Rod ,Lingsch,"Lingsch, Rod ",,R,"8,271",43.68%,,,,,,,,,,,,,,,,
3620,TX,Texas,34,n/a,,,,,Party Votes:,R,"18,936",,,,,,,,,,,,,,,,,
3621,TX,Texas,34,H8TX15069,,Anthony,Cristo,"Cristo, Anthony",,LIB,*,,,,"3,222",1.60%,,,,,*,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",,,,,
3622,TX,Texas,34, H0TX34059,,Chris B.,Royal,"Royal, Chris B.",,IND,,,,,"2,247",1.12%,,,,,,,,,,,,
3623,TX,Texas,34,n/a,,,,,District Votes:,,"71,540",,,,"201,027",,,,,,,,,,,,,
3624,TX,Texas,35,H4TX10028,(I),Lloyd,Doggett,"Doggett, Lloyd",,D,"51,169",73.00%,,,"176,373",65.37%,,,,,W,W,,,,,,
3625,TX,Texas,35,H0TX35072,,"Rafael, III",Alcoser,"Alcoser, Rafael, III",,D,"18,922",27.00%,,,,,,,,,,,,,,,,
3626,TX,Texas,35,n/a,,,,,Party Votes:,D,"70,091",,,,,,,,,,,,,,,,,
3627,TX,Texas,35,H0TX35064,,Jenny Garcia ,Sharon,"Sharon, Jenny Garcia ",,R,"6,751",37.12%,"4,138",53.17%,"80,795",29.95%,,,,,W,,,,,,,
3628,TX,Texas,35,H0TX35049,,"""Guillermo"" William ",Hayward,"Hayward, ""Guillermo"" William ",,R,"6,237",34.29%,"3,645",46.83%,,,,,,,,,,,,,,
3629,TX,Texas,35,H0TX35023,,Nick ,Moutos,"Moutos, Nick ",,R,"5,200",28.59%,,,,,,,,,,,,,,,,
3630,TX,Texas,35,n/a,,,,,Party Votes:,R,"18,188",,"7,783",,,,,,,,,,,,,,,
3631,TX,Texas,35,H4TX21082,,Mark,Loewe,"Loewe, Mark",,LIB,*,,,,"7,393",2.74%,,,,,*,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",,,,,
3632,TX,Texas,35, H0TX35056,,"Jason, Sr.",Mata,"Mata, Jason, Sr.",,IND,,,,,"5,236",1.94%,,,,,,,,,,,,
3633,TX,Texas,35,n/a,,,,,District Votes:,,"88,279",,"7,783",,"269,797",,,,,,,,,,,,,
3634,TX,Texas,36,H6TX02079,(I),Brian,Babin,"Babin, Brian",,R,"75,277",89.56%,,,"222,712",73.61%,,,,,W,W,,,,,,
3635,TX,Texas,36,H0TX36013 ,,RJ ,Boatman,"Boatman, RJ ",,R,"8,774",10.44%,,,,,,,,,,,,,,,,
3636,TX,Texas,36,n/a,,,,,Party Votes:,R,"84,051",,,,,,,,,,,,,,,,,
3637,TX,Texas,36,H0TX36021,,Rashad ,Lewis,"Lewis, Rashad ",,D,"22,422",100.00%,,,"73,418",24.27%,,,,,W,,,,,,,
3638,TX,Texas,36,n/a,,,,,Party Votes:,D,"22,422",,,,,,,,,,,,,,,,,
3639,TX,Texas,36,H0TX36039,,Chad,Abbey,"Abbey, Chad",,LIB,*,,,,"4,848",1.60%,,,,,*,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",,,,,
3640,TX,Texas,36,H4TX08055,,"Hal J., Jr.",Ridley,"Ridley, Hal J., Jr.",,GRE,*,,,,"1,571",0.52%,,,,,*,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",,,,,
3641,TX,Texas,36,n/a,,,,,District Votes:,,"106,473",,,,"302,549",,,,,,,,,,,,,
3642,TX,Texas,H,n/a,,,,,Total State Votes:,,"3,769,572",,"404,620",,"11,093,626",,,,,,,,"* The Green and Libertarian Parties nominated by convention.  The convention dates were March 14, 2020, for single county U.S. House Districts 2, 3, 7, 16, 18, 20, 29 and 30; and March 21, 2020, for multi-county U.S. House Districts 1, 4-6, 8-15, 17, 19, 21-28, 31-36.  Convention nominees are noted with an asterisk.",,,,,
3643,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,
3644,UT,Utah,01,H0UT01205,,Blake David,Moore,"Moore, Blake David",,R,"39,260",30.95%,,,"237,988",69.52%,,,,,W,W,,,,,,
3645,UT,Utah,01,H0UT01163,,Bob,Stevenson,"Stevenson, Bob",,R,"36,288",28.61%,,,,,,,,,,,,,,,,
3646,UT,Utah,01,H0UT01171,,Kerry W.,Gibson,"Gibson, Kerry W.",,R,"29,991",23.64%,,,,,,,,,,,,,,,,
3647,UT,Utah,01,H0UT01130,,Katie,Witt,"Witt, Katie",,R,"21,317",16.80%,,,,,,,,,,,,,,,,
3648,UT,Utah,01,H0UT01114,,Tina,Cannon,"Cannon, Tina",,R,,,,,,,,,,,,,,,,,,
3649,UT,Utah,01,H0UT01221,,JC ,DeYoung,"DeYoung, JC ",,R,,,,,,,,,,,,,,,,,,
3650,UT,Utah,01,H0UT01189,,Doug,Durbano,"Durbano, Doug",,R,,,,,,,,,,,,,,,,,,
3651,UT,Utah,01,H6UT01145,,"Chadwick H., III",Fairbanks,"Fairbanks, Chadwick H., III",,R,,,,,,,,,,,,,,,,,,
3652,UT,Utah,01,H0UT01239,,Catherine Brenchley,Hammon,"Hammon, Catherine Brenchley",,R,,,,,,,,,,,,,,,,,,
3653,UT,Utah,01,H4UT02205,,Zach,Hartman,"Hartman, Zach",,R,,,,,,,,,,,,,,,,,,
3654,UT,Utah,01,H0UT01155,,Mark R.,Shepherd,"Shepherd, Mark R.",,R,,,,,,,,,,,,,,,,,,
3655,UT,Utah,01,H2UT02316,,Howard,Wallack,"Wallack, Howard",,R,,,,,,,,,,,,,,,,,,
3656,UT,Utah,01,n/a,,,,,Party Votes:,R,"126,856",,,,,,,,,,,,,,,,,
3657,UT,Utah,01,H0UT01213,,Darren,Parry,"Parry, Darren",,D,"11,667",50.93%,,,"104,194",30.43%,,,,,W,,,,,,,
3658,UT,Utah,01,H0UT01148,,Jamie,Cheek,"Cheek, Jamie",,D,"11,242",49.07%,,,,,,,,,,,,,,,,
3659,UT,Utah,01,n/a,,,,,Party Votes:,D,"22,909",,,,,,,,,,,,,,,,,
3660,UT,Utah,01,n/a,,Taylor,Lee,"Lee, Taylor",,W,,,,,157,0.05%,,,,,,,,,,,,
3661,UT,Utah,01,n/a,,Mikal,Smith,"Smith, Mikal",,W,,,,,12,0.00%,,,,,,,,,,,,
3662,UT,Utah,01,n/a,,,,,District Votes:,,"149,765",,,,"342,351",,,,,,,,,,,,,
3663,UT,Utah,02,H2UT02324,(I),Chris,Stewart,"Stewart, Chris",,R,*,,,,"208,997",59.00%,,,,,W,W,,,,,,
3664,UT,Utah,02,H0UT02245,,Mary,Burkett,"Burkett, Mary",,R,,,,,,,,,,,,,,,,,,
3665,UT,Utah,02,H0UT02294,,Carson,Jorgensen,"Jorgensen, Carson",,R,,,,,,,,,,,,,,,,,,
3666,UT,Utah,02,H0UT02278,,Ty,Jensen,"Jensen, Ty",,R,,,,,,,,,,,,,,,,,,
3667,UT,Utah,02,H0UT02302,,Kael,Weston,"Weston, Kael",,D,*,,,,"129,762",36.63%,,,,,W,,,,,,,
3668,UT,Utah,02,H8UT02271,,Randy,Hopkins,"Hopkins, Randy",,D,,,,,,,,,,,,,,,,,,
3669,UT,Utah,02,H0UT02260,,Larry,Livingston,"Livingston, Larry",,D,,,,,,,,,,,,,,,,,,
3670,UT,Utah,02,H0UT02328,,J. Robert,Latham,"Latham, J. Robert",,LIB,*,,,,"15,465",4.37%,,,,,,,,,,,,
3671,UT,Utah,02,n/a,,,,,District Votes:,,,,,,"354,224",,,,,,,,,,,,,
3672,UT,Utah,03,H8UT03238,(I),John,Curtis,"Curtis, John",,R,*,,,,"246,674",68.73%,,,,,W,W,,,,,,
3673,UT,Utah,03,H0UT03227,,Tim ,Aalders,"Aalders, Tim ",,R,,,,,,,,,,,,,,,,,,
3674,UT,Utah,03,H0UT03193,,Devin D.,Thorpe,"Thorpe, Devin D.",,D,*,,,,"96,067",26.77%,,,,,W,,,,,,,
3675,UT,Utah,03,H0UT03219,,Jared Lyle,Anderson,"Anderson, Jared Lyle",,D,,,,,,,,,,,,,,,,,,
3676,UT,Utah,03,H0UT03201,,Trey,Robinson,"Robinson, Trey",,D,,,,,,,,,,,,,,,,,,
3677,UT,Utah,03,H0UT03235,,Daniel Clyde,Cummings,"Cummings, Daniel Clyde",,CON,*,,,,"8,889",2.48%,,,,,W,,,,,,,
3678,UT,Utah,03,H0UT03243,,Thomas G. ,McNeill,"McNeill, Thomas G. ",,UUP,*,,,,"7,040",1.96%,,,,,W,,,,,,,
3679,UT,Utah,03,H0UT03201,,Trey,Robinson,"Robinson, Trey",,W,,,,,250,0.07%,,,,,,,,,,,,
3680,UT,Utah,03,H8UT03055,,Jeremy Lewis,Friedbaum,"Friedbaum, Jeremy Lewis",,W,,,,,7,0.00%,,,,,,,,,,,,
3681,UT,Utah,03,n/a,,,,,District Votes:,,,,,,"358,927",,,,,,,,,,,,,
3682,UT,Utah,04,H0UT04076,,Burgess ,Owens,"Owens, Burgess ",,R,"49,456",,,,"179,688",47.70%,,,,,W,W,,,,,,
3683,UT,Utah,04,H0UT04043,,Kim,Coleman,"Coleman, Kim",,R,"27,575",,,,,,,,,,,,,,,,,
3684,UT,Utah,04,H0UT04035,,"Jay ""JayMac""",McFarland,"McFarland, Jay ""JayMac""",,R,"24,456",,,,,,,,,,,,,,,,,
3685,UT,Utah,04,H0UT04092,,Trent,Christensen,"Christensen, Trent",,R,"12,165",,,,,,,,,,,,,,,,,
3686,UT,Utah,04,H0UT04019,,Kathleen,Anderson,"Anderson, Kathleen",,R,,,,,,,,,,,,,,,,,,
3687,UT,Utah,04,H0UT04068,,"James Christian, II",Biesinger,"Biesinger, James Christian, II",,R,,,,,,,,,,,,,,,,,,
3688,UT,Utah,04,H0UT04100,,Cindy L.,Thompson,"Thompson, Cindy L.",,R,,,,,,,,,,,,,,,,,,
3689,UT,Utah,04,n/a,,,,,Party Votes:,R,"113,652",,,,,,,,,,,,,,,,,
3690,UT,Utah,04,H8UT04053,(I),Ben,McAdams,"McAdams, Ben",,D,*,,,,"175,923",46.70%,,,,,W,,,,,,,
3691,UT,Utah,04,H0UT04084,,Daniel,Beckstrand,"Beckstrand, Daniel",,D,,,,,,,,,,,,,,,,,,
3692,UT,Utah,04,H0UT04118,,John,Molnar,"Molnar, John",,LIB,*,,,,"13,053",3.46%,,,,,W,,,,,,,
3693,UT,Utah,04,H0UT04027,,Jonia M ,Broderick,"Broderick, Jonia M ",,UUP,*,,,,"8,037",2.13%,,,,,W,,,,,,,
3694,UT,Utah,04,n/a,,Jonathan L.,Peterson,"Peterson, Jonathan L.",,W,,,,,29,0.01%,,,,,,,,,,,,
3695,UT,Utah,04,n/a,,,,,District Votes:,,"113,652",,,,"376,730",,,,,,,,,,,,,
3696,UT,Utah,H,n/a,,,,,Total State Votes:,,"263,417",,,,"1,432,232",,,,,,,,,,,,,
3697,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,
3698,VT,Vermont,00,H6VT00160,(I),Peter,Welch,"Welch, Peter",,D,"101,566",95.45%,,,"238,833",67.31%,,,,,W,W,,,,,,
3699,VT,Vermont,00,H0VT00122,,"Ralph ""Carcajou""",Corbo,"Corbo, Ralph ""Carcajou""",,D,"4,599",4.32%,,,,,,,,,,,,,,,,
3700,VT,Vermont,00,n/a,,,Scattered,Scattered,,W(D),153,0.14%,,,,,,,,,,,,,,,,
3701,VT,Vermont,00,H0VT00148,,Chris,Brimmer,"Brimmer, Chris",,W(D),22,0.02%,,,,,,,,,,,,,,,,
3702,VT,Vermont,00,n/a,,Anya,Tynio,"Tynio, Anya",,W(D),16,0.02%,,,,,,,,,,,,,,,,
3703,VT,Vermont,00,n/a,,Phil,Scott,"Scott, Phil",,W(D),14,0.01%,,,,,,,,,,,,,,,,
3704,VT,Vermont,00,H0VT00130,,Miriam,Berry,"Berry, Miriam",,W(D),12,0.01%,,,,,,,,,,,,,,,,
3705,VT,Vermont,00,H8VT00141,,Cris,Ericson,"Ericson, Cris",,W(D),11,0.01%,,,,,,,,,,,,,,,,
3706,VT,Vermont,00,H0VT01070,,Justin,Tuthill,"Tuthill, Justin",,W(D),9,0.01%,,,,,,,,,,,,,,,,
3707,VT,Vermont,00,n/a,,,,,Party Votes:,D,"106,402",,,,,,,,,,,,,,,,,
3708,VT,Vermont,00,H0VT00130,,Miriam,Berry,"Berry, Miriam",,R,"14,368",32.51%,,,"95,830",27.01%,,,,,W,,,,,,,
3709,VT,Vermont,00,H0VT01070,,Justin,Tuthill,"Tuthill, Justin",,R,"10,915",24.70%,,,,,,,,,,,,,,,,
3710,VT,Vermont,00,H8VT01065,,Anya,Tynio,"Tynio, Anya",,R,"8,830",19.98%,,,,,,,,,,,,,,,,
3711,VT,Vermont,00,H0VT01062,,Jimmy,Rodriguez,"Rodriguez, Jimmy",,R,"8,290",18.76%,,,,,,,,,,,,,,,,
3712,VT,Vermont,00,H6VT00160,,Peter,Welch,"Welch, Peter",,W(R),"1,434",3.24%,,,,,,,,,,,,,,,,
3713,VT,Vermont,00,n/a,,,Scattered,Scattered,,W(R),270,0.61%,,,,,,,,,,,,,,,,
3714,VT,Vermont,00,n/a,,Kevin,Hoyt,"Hoyt, Kevin",,W(R),23,0.05%,,,,,,,,,,,,,,,,
3715,VT,Vermont,00,n/a,,Jim,Douglas,"Douglas, Jim",,W(R),13,0.03%,,,,,,,,,,,,,,,,
3716,VT,Vermont,00,H8VT00141,,Cris,Ericson,"Ericson, Cris",,W(R),13,0.03%,,,,,,,,,,,,,,,,
3717,VT,Vermont,00,n/a,,Tony,O'Rourke,"O'Rourke, Tony",,W(R),9,0.02%,,,,,,,,,,,,,,,,
3718,VT,Vermont,00,H0VT00148,,Chris,Brimmer,"Brimmer, Chris",,W(R),8,0.02%,,,,,,,,,,,,,,,,
3719,VT,Vermont,00,H0VT00122,,"Ralph ""Carcajou""",Carbo,"Carbo, Ralph ""Carcajou""",,W(R),8,0.02%,,,,,,,,,,,,,,,,
3720,VT,Vermont,00,,,Kurt,Wright,"Wright, Kurt",,W(R),6,0.01%,,,,,,,,,,,,,,,,
3721,VT,Vermont,00,n/a,,Benjamin,Mutalo,"Mutalo, Benjamin",,W(R),5,0.01%,,,,,,,,,,,,,,,,
3722,VT,Vermont,00,n/a,,,,,Party Votes:,R,"44,192",,,,,,,,,,,,,,,,,
3723,VT,Vermont,00,H0VT00163,,Peter R.,Becker,"Becker, Peter R.",,IND,,,,,"8,065",2.27%,,,,,,,,,,,,
3724,VT,Vermont,00,H0VT00171,,Marcia,Horne,"Horne, Marcia",,IND,,,,,"4,334",1.22%,,,,,,,,,,,,
3725,VT,Vermont,00,H0VT00155,,Christopher ,Helali,"Helali, Christopher ",,COM,,,,,"3,432",0.97%,,,,,,,,,,,,
3726,VT,Vermont,00,H0VT00189,,Shawn,Orr,"Orr, Shawn",,IND,,,,,"1,926",0.54%,,,,,,,,,,,,
3727,VT,Vermont,00,H6VT00228,,Jerry,Trudell,"Trudell, Jerry",,IND,,,,,"1,881",0.53%,,,,,,,,,,,,
3728,VT,Vermont,00,n/a,,,Scattered,Scattered,,W,,,,,539,0.15%,,,,,,,,,,,,
3729,VT,Vermont,00,H0VT00148,,Chris,Brimmer,"Brimmer, Chris #",,PRO,469,58.04%,,,,,,,,,,,# Chris Brimmer withdrew after the primary election.,,,,,
3730,VT,Vermont,00,H8VT00141,,Cris,Ericson,"Ericson, Cris",,PRO,236,29.21%,,,,,,,,,,,,,,,,
3731,VT,Vermont,00,H6VT00160,,Peter,Welch,"Welch, Peter",,W(PRO),75,9.28%,,,,,,,,,,,,,,,,
3732,VT,Vermont,00,n/a,,,Scattered,Scattered,,W(PRO),28,3.47%,,,,,,,,,,,,,,,,
3733,VT,Vermont,00,n/a,,,,,Party Votes:,PRO,808,,,,,,,,,,,,,,,,,
3734,VT,Vermont,00,n/a,,,,,District Votes:,,"151,402",,,,"354,840",,,,,,,,,,,,,
3735,VT,Vermont,H,n/a,,,,,Total State Votes:,,"151,402",,,,"354,840",,,,,,,,,,,,,
3736,,,,n/a,,,,,,,,,,,,,,,,,,,,,,,,
3737,VA,Virginia,01,H8VA01147,(I),Robert J.,Wittman,"Wittman, Robert J.",,R,Unopposed,,,,"260,614",58.15%,,,,,W,W,,,,,,
3738,VA,Virginia,01,H0VA01235,,Qasim,Rashid,"Rashid, Qasim",,D,"21,625",52.51%,,,"186,923",41.71%,,,,,W,,,,,,,
3739,VA,Virginia,01,H8VA01303,,Lavangelene A.,Williams,"Williams, Lavangelene A.",,D,"19,545",47.46%,,,,,,,,,,,,,,,,
3740,VA,Virginia,01,n/a,,,Scattered,Scattered,,W(D),14,0.03%,,,,,,,,,,,,,,,,
3741,VA,Virginia,01,n/a,,,,,Party Votes:,D,"41,184",,,,,,,,,,,,,,,,,
3742,VA,Virginia,01,n/a,,,Scattered,Scattered,,W,,,,,641,0.14%,,,,,,,,,,,,
3743,VA,Virginia,01,n/a,,,,,District Votes:,,"41,184",,,,"448,178",,,,,,,,,,,,,
3744,VA,Virginia,02,H8VA02111,(I),Elaine G.,Luria,"Luria, Elaine G.",,D,Unopposed,,,,"185,733",51.55%,,,,,W,W,,,,,,
3745,VA,Virginia,02,H0VA02118,,Scott W.,Taylor,"Taylor, Scott W.",,R,"25,478",48.49%,,,"165,031",45.81%,,,,,W,,,,,,,
3746,VA,Virginia,02,H0VA02092,,"Ben, Jr.",Loyola,"Loyola, Ben, Jr.",,R,"15,420",29.35%,,,,,,,,,,,,,,,,
3747,VA,Virginia,02,H0VA02175,,Jarome,Bell,"Bell, Jarome",,R,"11,616",22.11%,,,,,,,,,,,,,,,,
3748,VA,Virginia,02,n/a,,,Scattered,Scattered,,W(R),24,0.05%,,,,,,,,,,,,,,,,
3749,VA,Virginia,02,n/a,,,,,Party Votes:,R,"52,538",,,,,,,,,,,,,,,,,
3750,VA,Virginia,02,H0VA02183,,David Bruce,Foster,"Foster, David Bruce",,IND,,,,,"9,170",2.55%,,,,,,,,,,,,
3751,VA,Virginia,02,n/a,,,Scattered,Scattered,,W,,,,,343,0.10%,,,,,,,,,,,,
3752,VA,Virginia,02,n/a,,,,,District Votes:,,"52,538",,,,"360,277",,,,,,,,,,,,,
3753,VA,Virginia,03,H6VA01117,(I),"Robert C. ""Bobby""",Scott,"Scott, Robert C. ""Bobby""",,D,Unopposed,,,,"233,326",68.35%,,,,,W,W,,,,,,
3754,VA,Virginia,03,H0VA03124,,"John W., Jr.",Collick,"Collick, John W., Jr.",,R,"9,004",39.68%,,,"107,299",31.43%,,,,,W,,,,,,,
3755,VA,Virginia,03,H0VA03132,,J. H. Madison,Downs,"Downs, J. H. Madison",,R,"7,816",34.44%,,,,,,,,,,,,,,,,
3756,VA,Virginia,03,H0VA03165,,George M.,Yacus,"Yacus, George M.",,R,"5,853",25.79%,,,,,,,,,,,,,,,,
3757,VA,Virginia,03,n/a,,,Scattered,Scattered,,W(R),20,0.09%,,,,,,,,,,,,,,,,
3758,VA,Virginia,03,n/a,,,,,Party Votes:,R,"22,693",,,,,,,,,,,,,,,,,
3759,VA,Virginia,03,n/a,,,Scattered,Scattered,,W,,,,,736,0.22%,,,,,,,,,,,,
3760,VA,Virginia,03,n/a,,,,,District Votes:,,"22,693",,,,"341,361",,,,,,,,,,,,,
3761,VA,Virginia,04,H6VA04061,(I),A. Donald,McEachin,"McEachin, A. Donald",,D,"45,083",79.95%,,,"241,142",61.62%,,,,,W,W,,,,,,
3762,VA,Virginia,04,H0VA04080,,R. Cazel ,Levine,"Levine, R. Cazel ",,D,"11,287",20.02%,,,,,,,,,,,,,,,,
3763,VA,Virginia,04,n/a,,,Scattered,Scattered,,W(D),20,0.04%,,,,,,,,,,,,,,,,
3764,VA,Virginia,04,n/a,,,,,Party Votes:,D,"56,390",,,,,,,,,,,,,,,,,
3765,VA,Virginia,04,H0VA04064,,"Leon, Sr.",Benjamin,"Benjamin, Leon, Sr.",,R,*,,,,"149,625",38.23%,,,,,W,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  May 2, 2020 (District 9) and May 9, 2020 (District 6).  The District 6 Democratic convention was scheduled after no candidates qualified for the primary election.  Republican Party convention dates:  May 30, 2020 (District 8), June 13, 2020 (District 5), June 20, 2020 (Districts 10 and 11), June 27, 2020 (District 4) and July 18, 2020 (District 7).",,,,,
3766,VA,Virginia,04,H0VA04072,,James Lawrence,Spivey,"Spivey, James Lawrence",,R,,,,,,,,,,,,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  May 2, 2020 (District 9) and May 9, 2020 (District 6).  The District 6 Democratic convention was scheduled after no candidates qualified for the primary election.  Republican Party convention dates:  May 30, 2020 (District 8), June 13, 2020 (District 5), June 20, 2020 (Districts 10 and 11), June 27, 2020 (District 4) and July 18, 2020 (District 7).",,,,,
3767,VA,Virginia,04,n/a,,,Scattered,Scattered,,W,,,,,578,0.15%,,,,,,,,,,,,
3768,VA,Virginia,04,n/a,,,,,District Votes:,,"56,390",,,,"391,345",,,,,,,,,,,,,
3769,VA,Virginia,05,H0VA05160,,"Robert G. ""Bob""",Good,"Good, Robert G. ""Bob""",,R,*,,,,"210,988",52.44%,,,,,W,W,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  May 2, 2020 (District 9) and May 9, 2020 (District 6).  The District 6 Democratic convention was scheduled after no candidates qualified for the primary election.  Republican Party convention dates:  May 30, 2020 (District 8), June 13, 2020 (District 5), June 20, 2020 (Districts 10 and 11), June 27, 2020 (District 4) and July 18, 2020 (District 7).",,,,,
3770,VA,Virginia,05,H8VA05171,(I),"Denver Lee, III",Riggleman,"Riggleman, Denver Lee, III",,R,,,,,,,,,,,,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  Democratic Party convention dates:  May 2, 2020 (District 9) and May 9, 2020 (District 6).  The District 6 Democratic convention was scheduled after no candidates qualified for the primary election.  Republican Party convention dates:  May 30, 2020 (District 8), June 13, 2020 (District 5), June 20, 2020 (Districts 10 and 11), June 27, 2020 (District 4) and July 18, 2020 (District 7).",,,,,
3771,VA,Virginia,05,H0VA05145,,B. Cameron,Webb,"Webb, B. Cameron",,D,"35,965",66.54%,,,"190,315",47.30%,,,,,W,,,,,,,
3772,VA,Virginia,05,H0VA05178,,Claire C.,Russo,"Russo, Claire C.",,D,"9,833",18.19%,,,,,,,,,,,,,,,,
3773,VA,Virginia,05,H8VA05114,,"R.D., Jr.",Huffstetler,"Huffstetler, R.D., Jr.",,D,"5,337",9.87%,,,,,,,,,,,,,,,,
3774,VA,Virginia,05,H0VA05152,,John D.,Lesinski,"Lesinski, John D.",,D,"2,902",5.37%,,,,,,,,,,,,,,,,
3775,VA,Virginia,05,n/a,,,Scattered,Scattered,,W(D),10,0.02%,,,,,,,,,,,,,,,,
3776,VA,Virginia,05,n/a,,,,,Party Votes:,D,"54,047",,,,,,,,,,,,,,,,,
